Date,Stock,Symbol,High,Low,Open,Close,Covid-19 confirmed cases,Covid-19 deaths
2020-03-02,Pfizer,PFE,33.159393310546875,31.736242294311523,32.17267608642578,33.092979431152344,90382,3090
2020-03-02,Canadian Tire,CTC.TO,195.3800048828125,195.3800048828125,195.3800048828125,195.3800048828125,90382,3090
2020-03-02,Air Canada,AC.TO,34.959999084472656,33.400001525878906,34.400001525878906,34.56999969482422,90382,3090
2020-03-02,Choice Properties REIT,CHP-UN.TO,14.159113883972168,13.645519256591797,13.746224403381348,14.108760833740234,90382,3090
2020-03-02,SPDR Gold Trust ETF,GLD,150.72999572753906,149.0399932861328,150.0,149.1999969482422,90382,3090
2020-03-03,S&P/TSX Composite index,^GSPTSE,16798.19921875,16378.2998046875,16674.900390625,16423.599609375,92994,3164
2020-03-03,Pfizer,PFE,33.946868896484375,32.12523651123047,33.37760925292969,32.542694091796875,92994,3164
2020-03-03,Canadian Tire,CTC.TO,195.3800048828125,195.3800048828125,195.3800048828125,195.3800048828125,92994,3164
2020-03-03,Air Canada,AC.TO,36.650001525878906,34.7400016784668,35.70000076293945,34.939998626708984,92994,3164
2020-03-03,Choice Properties REIT,CHP-UN.TO,14.541792869567871,14.06847858428955,14.179254531860352,14.189325332641602,92994,3164
2020-03-03,SPDR Gold Trust ETF,GLD,155.24000549316406,150.74000549316406,150.83999633789062,153.88999938964844,92994,3164
2020-03-04,S&P/TSX Composite index,^GSPTSE,16779.5,16539.400390625,16659.900390625,16779.5,95338,3260
2020-03-04,Pfizer,PFE,34.5920295715332,33.159393310546875,33.30170822143555,34.53510284423828,95338,3260
2020-03-04,Canadian Tire,CTC.TO,195.3800048828125,195.3800048828125,195.3800048828125,195.3800048828125,95338,3260
2020-03-04,Air Canada,AC.TO,36.220001220703125,34.08000183105469,35.65999984741211,35.06999969482422,95338,3260
2020-03-04,Choice Properties REIT,CHP-UN.TO,14.617321014404297,14.300101280212402,14.300101280212402,14.602215766906738,95338,3260
2020-03-04,SPDR Gold Trust ETF,GLD,154.9600067138672,153.6999969482422,154.39999389648438,154.16000366210938,95338,3260
2020-03-05,S&P/TSX Composite index,^GSPTSE,16684.900390625,16456.69921875,16541.599609375,16554.0,98078,3355
2020-03-05,Pfizer,PFE,34.326377868652344,33.35863494873047,33.82352828979492,33.64326477050781,98078,3355
2020-03-05,Canadian Tire,CTC.TO,190.0,184.00999450683594,190.0,184.00999450683594,98078,3355
2020-03-05,Air Canada,AC.TO,34.040000915527344,31.90999984741211,33.91999816894531,32.15999984741211,98078,3355
2020-03-05,Choice Properties REIT,CHP-UN.TO,14.531722068786621,14.269888877868652,14.410876274108887,14.34038257598877,98078,3355
2020-03-05,SPDR Gold Trust ETF,GLD,157.6199951171875,155.72000122070312,156.05999755859375,157.49000549316406,98078,3355
2020-03-06,S&P/TSX Composite index,^GSPTSE,16261.5,16015.7998046875,16222.099609375,16175.0,102062,3469
2020-03-06,Pfizer,PFE,33.36812210083008,32.371917724609375,32.92219924926758,33.225807189941406,102062,3469
2020-03-06,Canadian Tire,CTC.TO,185.22000122070312,184.0399932861328,184.0399932861328,185.22000122070312,102062,3469
2020-03-06,Air Canada,AC.TO,34.5,30.530000686645508,30.979999542236328,33.15999984741211,102062,3469
2020-03-06,Choice Properties REIT,CHP-UN.TO,14.33031177520752,13.9879150390625,14.118831634521484,14.189325332641602,102062,3469
2020-03-06,SPDR Gold Trust ETF,GLD,159.25,154.5399932861328,158.3300018310547,157.5500030517578,102062,3469
2020-03-09,S&P/TSX Composite index,^GSPTSE,15240.2998046875,14498.2998046875,15221.7998046875,14514.2001953125,114292,4009
2020-03-09,Pfizer,PFE,32.91271209716797,31.461101531982422,31.745731353759766,32.03036117553711,114292,4009
2020-03-09,Canadian Tire,CTC.TO,185.0,181.41000366210938,184.5,185.0,114292,4009
2020-03-09,Air Canada,AC.TO,31.309999465942383,28.010000228881836,29.5,30.309999465942383,114292,4009
2020-03-09,Choice Properties REIT,CHP-UN.TO,13.867069244384766,12.235650062561035,12.33635425567627,13.55488395690918,114292,4009
2020-03-09,SPDR Gold Trust ETF,GLD,159.3699951171875,156.3300018310547,158.60000610351562,157.80999755859375,114292,4009
2020-03-10,S&P/TSX Composite index,^GSPTSE,15048.7998046875,14481.900390625,15019.0,14958.099609375,119051,4284
2020-03-10,Pfizer,PFE,32.88425064086914,31.31878662109375,32.79886245727539,32.81783676147461,119051,4284
2020-03-10,Canadian Tire,CTC.TO,186.0,186.0,186.0,186.0,119051,4284
2020-03-10,Air Canada,AC.TO,31.639999389648438,30.450000762939453,31.0,31.219999313354492,119051,4284
2020-03-10,Choice Properties REIT,CHP-UN.TO,13.8972806930542,13.091641426086426,13.726082801818848,13.403826713562012,119051,4284
2020-03-10,SPDR Gold Trust ETF,GLD,156.41000366210938,154.38999938964844,156.17999267578125,154.47999572753906,119051,4284
2020-03-11,S&P/TSX Composite index,^GSPTSE,14714.2001953125,14185.2001953125,14639.7001953125,14270.099609375,126527,4636
2020-03-11,Pfizer,PFE,32.14421463012695,30.03795051574707,32.03036117553711,30.521821975708008,126527,4636
2020-03-11,Canadian Tire,CTC.TO,181.0,181.0,181.0,181.0,126527,4636
2020-03-11,Air Canada,AC.TO,30.399999618530273,27.239999771118164,30.399999618530273,27.399999618530273,126527,4636
2020-03-11,Choice Properties REIT,CHP-UN.TO,13.252769470214844,12.739173889160156,13.21248722076416,12.89023208618164,126527,4636
2020-03-11,SPDR Gold Trust ETF,GLD,156.5,153.61000061035156,156.25,153.92999267578125,126527,4636
2020-03-12,S&P/TSX Composite index,^GSPTSE,13611.7998046875,12451.099609375,13611.7998046875,12508.5,133283,4957
2020-03-12,Pfizer,PFE,30.360530853271484,28.462997436523438,28.918405532836914,28.48197364807129,133283,4957
2020-03-12,Canadian Tire,CTC.TO,181.0,181.0,181.0,181.0,133283,4957
2020-03-12,Air Canada,AC.TO,25.860000610351562,21.0,23.25,24.899999618530273,133283,4957
2020-03-12,Choice Properties REIT,CHP-UN.TO,12.618328094482422,11.158106803894043,12.155085563659668,12.598187446594238,133283,4957
2020-03-12,SPDR Gold Trust ETF,GLD,151.5500030517578,146.85000610351562,151.52999877929688,147.7899932861328,133283,4957
2020-03-13,S&P/TSX Composite index,^GSPTSE,13716.2998046875,12608.2998046875,13161.599609375,13716.2998046875,146477,5460
2020-03-13,Pfizer,PFE,31.195446014404297,28.68121337890625,29.667932510375977,31.034156799316406,146477,5460
2020-03-13,Canadian Tire,CTC.TO,193.92999267578125,172.60000610351562,192.0,189.39999389648438,146477,5460
2020-03-13,Air Canada,AC.TO,27.299999237060547,23.350000381469727,25.81999969482422,25.3700008392334,146477,5460
2020-03-13,Choice Properties REIT,CHP-UN.TO,13.413896560668945,12.356494903564453,12.78952693939209,13.413896560668945,146477,5460
2020-03-13,SPDR Gold Trust ETF,GLD,149.60000610351562,141.5800018310547,149.4199981689453,143.27999877929688,146477,5460
2020-03-16,S&P/TSX Composite index,^GSPTSE,12851.7001953125,11883.7001953125,12648.7001953125,12360.400390625,183165,7268
2020-03-16,Pfizer,PFE,30.62618637084961,28.130929946899414,28.40607261657715,28.63377571105957,183165,7268
2020-03-16,Canadian Tire,CTC.TO,185.0,140.0,140.0,184.0,183165,7268
2020-03-16,Air Canada,AC.TO,22.84000015258789,15.649999618530273,22.84000015258789,18.229999542236328,183165,7268
2020-03-16,Choice Properties REIT,CHP-UN.TO,12.296072959899902,11.087613105773926,12.215509414672852,12.10473346710205,183165,7268
2020-03-16,SPDR Gold Trust ETF,GLD,142.9600067138672,136.1199951171875,137.55999755859375,141.63999938964844,183165,7268
2020-03-17,S&P/TSX Composite index,^GSPTSE,13114.5,12322.7001953125,12525.2998046875,12685.2001953125,198339,8119
2020-03-17,Pfizer,PFE,30.977230072021484,29.022769927978516,30.01897430419922,30.5123348236084,198339,8119
2020-03-17,Canadian Tire,CTC.TO,187.0,179.00999450683594,187.0,185.99000549316406,198339,8119
2020-03-17,Air Canada,AC.TO,19.100000381469727,15.510000228881836,19.0,16.09000015258789,198339,8119
2020-03-17,Choice Properties REIT,CHP-UN.TO,13.232627868652344,11.842900276184082,12.457200050354004,12.77945613861084,198339,8119
2020-03-17,SPDR Gold Trust ETF,GLD,146.1999969482422,139.92999267578125,140.17999267578125,143.55999755859375,198339,8119
2020-03-18,S&P/TSX Composite index,^GSPTSE,12500.0,11384.099609375,12197.7001953125,11721.400390625,215900,9075
2020-03-18,Pfizer,PFE,30.939279556274414,28.757116317749023,29.19354820251465,30.70208740234375,215900,9075
2020-03-18,Canadian Tire,CTC.TO,179.0,179.0,179.0,179.0,215900,9075
2020-03-18,Air Canada,AC.TO,15.180000305175781,9.260000228881836,15.0,12.899999618530273,215900,9075
2020-03-18,Choice Properties REIT,CHP-UN.TO,13.393755912780762,11.430009841918945,11.98388671875,12.245719909667969,215900,9075
2020-03-18,SPDR Gold Trust ETF,GLD,142.8800048828125,138.5,141.75,140.6999969482422,215900,9075
2020-03-19,S&P/TSX Composite index,^GSPTSE,12294.400390625,11361.2998046875,11657.2998046875,12170.5,242987,10217
2020-03-19,Pfizer,PFE,30.59772300720215,28.47248649597168,30.569259643554688,28.861480712890625,242987,10217
2020-03-19,Canadian Tire,CTC.TO,170.0,169.99000549316406,169.99000549316406,170.0,242987,10217
2020-03-19,Air Canada,AC.TO,14.359999656677246,10.84000015258789,13.699999809265137,12.149999618530273,242987,10217
2020-03-19,Choice Properties REIT,CHP-UN.TO,12.849949836730957,11.837864875793457,12.064451217651367,12.839879035949707,242987,10217
2020-03-19,SPDR Gold Trust ETF,GLD,140.5,137.85000610351562,139.0800018310547,138.0399932861328,242987,10217
2020-03-20,S&P/TSX Composite index,^GSPTSE,12670.7998046875,11809.400390625,12335.7001953125,11851.7998046875,272517,11791
2020-03-20,Pfizer,PFE,29.09867286682129,27.428842544555664,28.728652954101562,27.523719787597656,272517,11791
2020-03-20,Canadian Tire,CTC.TO,175.0,163.0,163.0,170.0,272517,11791
2020-03-20,Air Canada,AC.TO,15.850000381469727,12.220000267028809,15.850000381469727,12.40999984741211,272517,11791
2020-03-20,Choice Properties REIT,CHP-UN.TO,12.970795631408691,11.847935676574707,12.628398895263672,11.933534622192383,272517,11791
2020-03-20,SPDR Gold Trust ETF,GLD,141.1699981689453,139.13999938964844,140.7100067138672,140.11000061035156,272517,11791
2020-03-23,S&P/TSX Composite index,^GSPTSE,11870.599609375,11172.7001953125,11802.7998046875,11228.5,381711,17523
2020-03-23,Pfizer,PFE,28.064516067504883,26.45161247253418,27.286527633666992,27.03036117553711,381711,17523
2020-03-23,Canadian Tire,CTC.TO,169.99000549316406,169.0,169.99000549316406,169.0,381711,17523
2020-03-23,Air Canada,AC.TO,13.739999771118164,12.210000038146973,13.0600004196167,12.699999809265137,381711,17523
2020-03-23,Choice Properties REIT,CHP-UN.TO,11.742195129394531,10.654582023620605,11.65156078338623,10.79556941986084,381711,17523
2020-03-23,SPDR Gold Trust ETF,GLD,146.92999267578125,142.27999877929688,142.67999267578125,146.3000030517578,381711,17523
2020-03-24,S&P/TSX Composite index,^GSPTSE,12588.2998046875,11823.900390625,11909.7001953125,12571.099609375,423594,19949
2020-03-24,Pfizer,PFE,28.510435104370117,27.419355392456055,27.99810218811035,28.178367614746094,423594,19949
2020-03-24,Canadian Tire,CTC.TO,176.0,170.0,170.0,176.0,423594,19949
2020-03-24,Air Canada,AC.TO,15.5,14.0600004196167,15.119999885559082,15.109999656677246,423594,19949
2020-03-24,Choice Properties REIT,CHP-UN.TO,11.742195129394531,10.991944313049316,11.13796615600586,11.21852970123291,423594,19949
2020-03-24,SPDR Gold Trust ETF,GLD,155.66000366210938,152.0500030517578,153.5,153.39999389648438,423594,19949
2020-03-25,S&P/TSX Composite index,^GSPTSE,13690.400390625,12496.2998046875,12588.099609375,13139.2001953125,475075,22920
2020-03-25,Pfizer,PFE,29.14611053466797,27.514230728149414,27.988615036010742,28.225805282592773,475075,22920
2020-03-25,Canadian Tire,CTC.TO,196.63999938964844,189.89999389648438,189.89999389648438,190.02999877929688,475075,22920
2020-03-25,Air Canada,AC.TO,19.479999542236328,15.3100004196167,17.350000381469727,17.510000228881836,475075,22920
2020-03-25,Choice Properties REIT,CHP-UN.TO,11.732125282287598,11.228599548339844,11.258811950683594,11.430009841918945,475075,22920
2020-03-25,SPDR Gold Trust ETF,GLD,152.8800048828125,151.00999450683594,152.5800018310547,151.3000030517578,475075,22920
2020-03-26,S&P/TSX Composite index,^GSPTSE,13592.2998046875,13138.2998046875,13154.099609375,13371.2001953125,535889,26173
2020-03-26,Pfizer,PFE,30.351043701171875,28.349145889282227,28.35863494873047,30.123340606689453,535889,26173
2020-03-26,Canadian Tire,CTC.TO,194.89999389648438,190.22000122070312,194.7899932861328,193.5,535889,26173
2020-03-26,Air Canada,AC.TO,19.260000228881836,17.079999923706055,18.209999084472656,17.90999984741211,535889,26173
2020-03-26,Choice Properties REIT,CHP-UN.TO,12.578045845031738,11.520645141601562,11.54078483581543,11.98388671875,535889,26173
2020-03-26,SPDR Gold Trust ETF,GLD,154.80999755859375,152.0800018310547,153.30999755859375,153.24000549316406,535889,26173
2020-03-27,S&P/TSX Composite index,^GSPTSE,12963.599609375,12630.2998046875,12942.900390625,12687.7001953125,599820,29812
2020-03-27,Pfizer,PFE,30.11385154724121,29.089183807373047,29.22201156616211,29.3168888092041,599820,29812
2020-03-27,Canadian Tire,CTC.TO,193.38999938964844,185.0,193.38999938964844,185.0,599820,29812
2020-03-27,Air Canada,AC.TO,17.56999969482422,15.5,17.399999618530273,16.75,599820,29812
2020-03-27,Choice Properties REIT,CHP-UN.TO,12.34642505645752,11.339376449584961,11.812688827514648,12.064451217651367,599820,29812
2020-03-27,SPDR Gold Trust ETF,GLD,153.5500030517578,152.0,153.0,152.25,599820,29812
2020-03-30,S&P/TSX Composite index,^GSPTSE,13048.400390625,12549.0,12780.900390625,13038.5,790929,42050
2020-03-30,Pfizer,PFE,31.166982650756836,29.459203720092773,29.459203720092773,30.996204376220703,790929,42050
2020-03-30,Canadian Tire,CTC.TO,185.00999450683594,180.0,185.00999450683594,180.0,790929,42050
2020-03-30,Air Canada,AC.TO,16.950000762939453,15.300000190734863,16.010000228881836,16.079999923706055,790929,42050
2020-03-30,Choice Properties REIT,CHP-UN.TO,12.467270851135254,11.661630630493164,11.98388671875,12.42698860168457,790929,42050
