Date,Stock,Symbol,High,Low,Open,Close,Covid-19 confirmed cases,Covid-19 deaths
2020-02-03,S&P/TSX Composite index,^GSPTSE,17441.599609375,17351.0,17351.0,17379.80078125,19887,428
2020-02-03,Pfizer,PFE,36.09108352661133,35.38899230957031,35.54079818725586,35.588233947753906,19887,428
2020-02-03,Canadian Tire,CTC.TO,198.5,198.5,198.5,198.5,19887,428
2020-02-03,Air Canada,AC.TO,45.18000030517578,44.119998931884766,44.369998931884766,44.779998779296875,19887,428
2020-02-03,Choice Properties REIT,CHP-UN.TO,14.9093656539917,14.702919960021973,14.743202209472656,14.853978157043457,19887,428
2020-02-03,SPDR Gold Trust ETF,GLD,148.77999877929688,147.67999267578125,148.66000366210938,148.36000061035156,19887,428
2020-02-04,S&P/TSX Composite index,^GSPTSE,17548.80078125,17493.80078125,17504.599609375,17512.69921875,23899,494
2020-02-04,Pfizer,PFE,36.28083419799805,35.70208740234375,36.129032135009766,35.75901412963867,23899,494
2020-02-04,Canadian Tire,CTC.TO,199.25,198.5,198.5,198.50999450683594,23899,494
2020-02-04,Air Canada,AC.TO,47.25,45.52000045776367,45.59000015258789,46.5099983215332,23899,494
2020-02-04,Choice Properties REIT,CHP-UN.TO,14.884188652038574,14.682779312133789,14.87411880493164,14.723060607910156,23899,494
2020-02-04,SPDR Gold Trust ETF,GLD,147.02999877929688,145.8000030517578,146.97000122070312,146.42999267578125,23899,494
2020-02-05,S&P/TSX Composite index,^GSPTSE,17674.0,17606.099609375,17629.400390625,17651.599609375,27644,566
2020-02-05,Pfizer,PFE,36.593929290771484,35.882354736328125,35.91081619262695,36.214420318603516,27644,566
2020-02-05,Canadian Tire,CTC.TO,198.50999450683594,198.50999450683594,198.50999450683594,198.50999450683594,27644,566
2020-02-05,Air Canada,AC.TO,48.060001373291016,46.400001525878906,47.25,46.70000076293945,27644,566
2020-02-05,Choice Properties REIT,CHP-UN.TO,14.77341365814209,14.662637710571289,14.743202209472656,14.692850112915039,27644,566
2020-02-05,SPDR Gold Trust ETF,GLD,146.80999755859375,146.16000366210938,146.3800048828125,146.61000061035156,27644,566
2020-02-06,S&P/TSX Composite index,^GSPTSE,17758.5,17670.599609375,17686.099609375,17757.5,30806,636
2020-02-06,Pfizer,PFE,36.52751541137695,36.08159255981445,36.47058868408203,36.299808502197266,30806,636
2020-02-06,Canadian Tire,CTC.TO,198.50999450683594,198.50999450683594,198.50999450683594,198.50999450683594,30806,636
2020-02-06,Air Canada,AC.TO,47.130001068115234,46.33000183105469,47.0,46.349998474121094,30806,636
2020-02-06,Choice Properties REIT,CHP-UN.TO,14.904330253601074,14.733132362365723,14.733132362365723,14.86404800415039,30806,636
2020-02-06,SPDR Gold Trust ETF,GLD,147.6300048828125,147.0,147.27999877929688,147.39999389648438,30806,636
2020-02-07,S&P/TSX Composite index,^GSPTSE,17716.69921875,17633.0,17705.400390625,17655.5,34400,721
2020-02-07,Pfizer,PFE,36.43263626098633,35.986717224121094,36.39468765258789,36.10057067871094,34400,721
2020-02-07,Canadian Tire,CTC.TO,186.36000061035156,186.36000061035156,186.36000061035156,186.36000061035156,34400,721
2020-02-07,Air Canada,AC.TO,46.25,45.040000915527344,46.25,45.459999084472656,34400,721
2020-02-07,Choice Properties REIT,CHP-UN.TO,14.994964599609375,14.803625106811523,14.833836555480957,14.843907356262207,34400,721
2020-02-07,SPDR Gold Trust ETF,GLD,148.17999267578125,147.33999633789062,147.8300018310547,147.7899932861328,34400,721
2020-02-10,S&P/TSX Composite index,^GSPTSE,17743.599609375,17646.599609375,17646.599609375,17740.599609375,42771,1015
2020-02-10,Pfizer,PFE,36.26185989379883,35.7874755859375,36.25237274169922,35.87286376953125,42771,1015
2020-02-10,Canadian Tire,CTC.TO,186.36000061035156,186.36000061035156,186.36000061035156,186.36000061035156,42771,1015
2020-02-10,Air Canada,AC.TO,45.470001220703125,44.72999954223633,45.2400016784668,45.08000183105469,42771,1015
2020-02-10,Choice Properties REIT,CHP-UN.TO,14.984893798828125,14.813695907592773,14.87411880493164,14.833836555480957,42771,1015
2020-02-10,SPDR Gold Trust ETF,GLD,148.4499969482422,147.91000366210938,148.2100067138672,148.1699981689453,42771,1015
2020-02-11,S&P/TSX Composite index,^GSPTSE,17822.19921875,17769.30078125,17783.599609375,17777.099609375,44814,1115
2020-02-11,Pfizer,PFE,36.17647171020508,35.8254280090332,35.948768615722656,36.138519287109375,44814,1115
2020-02-11,Canadian Tire,CTC.TO,185.0,184.69000244140625,185.0,184.69000244140625,44814,1115
2020-02-11,Air Canada,AC.TO,47.20000076293945,45.33000183105469,45.33000183105469,46.58000183105469,44814,1115
2020-02-11,Choice Properties REIT,CHP-UN.TO,14.914401054382324,14.76334285736084,14.853978157043457,14.78348445892334,44814,1115
2020-02-11,SPDR Gold Trust ETF,GLD,148.16000366210938,147.00999450683594,148.02999877929688,147.66000366210938,44814,1115
2020-02-12,S&P/TSX Composite index,^GSPTSE,17873.099609375,17812.0,17873.099609375,17832.900390625,45232,1120
2020-02-12,Pfizer,PFE,36.2333984375,35.7874755859375,36.138519287109375,35.806453704833984,45232,1120
2020-02-12,Canadian Tire,CTC.TO,184.69000244140625,184.69000244140625,184.69000244140625,184.69000244140625,45232,1120
2020-02-12,Air Canada,AC.TO,47.290000915527344,46.20000076293945,46.70000076293945,47.06999969482422,45232,1120
2020-02-12,Choice Properties REIT,CHP-UN.TO,14.87411880493164,14.702919960021973,14.753273010253906,14.813695907592773,45232,1120
2020-02-12,SPDR Gold Trust ETF,GLD,147.80999755859375,147.16000366210938,147.4199981689453,147.5399932861328,45232,1120
2020-02-13,S&P/TSX Composite index,^GSPTSE,17829.19921875,17750.80078125,17764.099609375,17821.19921875,60384,1373
2020-02-13,Pfizer,PFE,35.65464782714844,35.0,35.65464782714844,35.0379524230957,60384,1373
2020-02-13,Canadian Tire,CTC.TO,190.0,190.0,190.0,190.0,60384,1373
2020-02-13,Air Canada,AC.TO,47.59000015258789,46.7599983215332,46.7599983215332,47.04999923706055,60384,1373
2020-02-13,Choice Properties REIT,CHP-UN.TO,14.924470901489258,14.803625106811523,14.924470901489258,14.823765754699707,60384,1373
2020-02-13,SPDR Gold Trust ETF,GLD,148.5800018310547,147.9499969482422,148.24000549316406,148.3800048828125,60384,1373
2020-02-14,S&P/TSX Composite index,^GSPTSE,17848.5,17798.599609375,17811.30078125,17848.400390625,66912,1525
2020-02-14,Pfizer,PFE,35.14231491088867,34.554080963134766,35.07590103149414,34.639469146728516,66912,1525
2020-02-14,Canadian Tire,CTC.TO,193.0,193.0,193.0,193.0,66912,1525
2020-02-14,Air Canada,AC.TO,47.0099983215332,46.130001068115234,47.0,46.220001220703125,66912,1525
2020-02-14,Choice Properties REIT,CHP-UN.TO,15.10573959350586,14.833836555480957,14.86404800415039,14.994964599609375,66912,1525
2020-02-14,SPDR Gold Trust ETF,GLD,149.1300048828125,148.6300048828125,148.74000549316406,149.0,66912,1525
2020-02-18,S&P/TSX Composite index,^GSPTSE,17871.30078125,17812.5,17818.900390625,17858.30078125,75155,2010
2020-02-18,Pfizer,PFE,34.7912712097168,34.411766052246094,34.67741775512695,34.45920181274414,75155,2010
2020-02-18,Canadian Tire,CTC.TO,195.5500030517578,195.5500030517578,195.5500030517578,195.5500030517578,75155,2010
2020-02-18,Air Canada,AC.TO,45.75,43.099998474121094,44.41999816894531,45.0,75155,2010
2020-02-18,Choice Properties REIT,CHP-UN.TO,15.23665714263916,14.984893798828125,14.984893798828125,15.23665714263916,75155,2010
2020-02-18,SPDR Gold Trust ETF,GLD,151.08999633789062,149.47000122070312,149.8800048828125,150.91000366210938,75155,2010
2020-02-19,S&P/TSX Composite index,^GSPTSE,17933.19921875,17851.30078125,17887.599609375,17925.400390625,75655,2125
2020-02-19,Pfizer,PFE,34.629981994628906,34.35483932495117,34.53510284423828,34.37381362915039,75655,2125
2020-02-19,Canadian Tire,CTC.TO,195.5500030517578,195.5500030517578,195.5500030517578,195.5500030517578,75655,2125
2020-02-19,Air Canada,AC.TO,45.68000030517578,44.72999954223633,45.29999923706055,45.310001373291016,75655,2125
2020-02-19,Choice Properties REIT,CHP-UN.TO,15.246726989746094,14.979859352111816,15.22658634185791,15.12588119506836,75655,2125
2020-02-19,SPDR Gold Trust ETF,GLD,151.82000732421875,150.82000732421875,151.0,151.7899932861328,75655,2125
2020-02-20,S&P/TSX Composite index,^GSPTSE,17970.5,17860.599609375,17911.599609375,17944.099609375,76216,2250
2020-02-20,Pfizer,PFE,34.2125244140625,33.5958251953125,33.880455017089844,34.013282775878906,76216,2250
2020-02-20,Canadian Tire,CTC.TO,189.66000366210938,189.66000366210938,189.66000366210938,189.66000366210938,76216,2250
2020-02-20,Air Canada,AC.TO,45.599998474121094,44.349998474121094,45.060001373291016,44.45000076293945,76216,2250
2020-02-20,Choice Properties REIT,CHP-UN.TO,15.13595199584961,14.914401054382324,15.115811347961426,15.065458297729492,76216,2250
2020-02-20,SPDR Gold Trust ETF,GLD,152.8300018310547,151.9499969482422,152.0,152.41000366210938,76216,2250
2020-02-21,S&P/TSX Composite index,^GSPTSE,17949.80078125,17833.099609375,17936.5,17843.5,76846,2254
2020-02-21,Pfizer,PFE,33.98482131958008,33.709678649902344,33.927894592285156,33.88994216918945,76846,2254
2020-02-21,Canadian Tire,CTC.TO,198.5,198.5,198.5,198.5,76846,2254
2020-02-21,Air Canada,AC.TO,44.2400016784668,41.86000061035156,44.20000076293945,42.18000030517578,76846,2254
2020-02-21,Choice Properties REIT,CHP-UN.TO,15.186304092407227,14.974823951721191,15.045316696166992,15.065458297729492,76846,2254
2020-02-21,SPDR Gold Trust ETF,GLD,155.22000122070312,154.17999267578125,154.42999267578125,154.6999969482422,76846,2254
2020-02-24,S&P/TSX Composite index,^GSPTSE,17608.900390625,17463.099609375,17608.900390625,17562.69921875,79558,2633
2020-02-24,Pfizer,PFE,33.58633804321289,32.82732391357422,33.244781494140625,32.89373779296875,79558,2633
2020-02-24,Canadian Tire,CTC.TO,194.0,189.99000549316406,189.99000549316406,194.0,79558,2633
2020-02-24,Air Canada,AC.TO,40.380001068115234,37.88999938964844,38.41999816894531,40.06999969482422,79558,2633
2020-02-24,Choice Properties REIT,CHP-UN.TO,15.085598945617676,14.924470901489258,15.035246849060059,14.924470901489258,79558,2633
2020-02-24,SPDR Gold Trust ETF,GLD,158.52999877929688,155.36000061035156,158.5,156.08999633789062,79558,2633
2020-02-25,S&P/TSX Composite index,^GSPTSE,17586.80078125,17124.900390625,17560.5,17177.400390625,80412,2713
2020-02-25,Pfizer,PFE,32.96015167236328,31.982921600341797,32.90322494506836,32.191650390625,80412,2713
2020-02-25,Canadian Tire,CTC.TO,197.5,194.0,194.00999450683594,197.5,80412,2713
2020-02-25,Air Canada,AC.TO,40.290000915527344,37.220001220703125,40.25,37.38999938964844,80412,2713
2020-02-25,Choice Properties REIT,CHP-UN.TO,15.035246849060059,14.753273010253906,14.954683303833008,14.78348445892334,80412,2713
2020-02-25,SPDR Gold Trust ETF,GLD,156.0800018310547,152.91000366210938,155.1199951171875,153.3000030517578,80412,2713
2020-02-26,S&P/TSX Composite index,^GSPTSE,17304.599609375,17029.900390625,17140.900390625,17041.900390625,81384,2774
2020-02-26,Pfizer,PFE,33.406070709228516,32.27703857421875,32.48576736450195,32.94117736816406,81384,2774
2020-02-26,Canadian Tire,CTC.TO,197.5,197.5,197.5,197.5,81384,2774
2020-02-26,Air Canada,AC.TO,37.5,34.83000183105469,36.880001068115234,34.91999816894531,81384,2774
2020-02-26,Choice Properties REIT,CHP-UN.TO,14.944611549377441,14.662637710571289,14.682779312133789,14.733132362365723,81384,2774
2020-02-26,SPDR Gold Trust ETF,GLD,155.27999877929688,152.89999389648438,153.82000732421875,153.97000122070312,81384,2774
2020-02-27,S&P/TSX Composite index,^GSPTSE,16816.19921875,16456.80078125,16803.400390625,16717.400390625,82728,2817
2020-02-27,Pfizer,PFE,33.880455017089844,32.35293960571289,32.67552185058594,32.35293960571289,82728,2817
2020-02-27,Canadian Tire,CTC.TO,196.1999969482422,185.32000732421875,190.00999450683594,196.1999969482422,82728,2817
2020-02-27,Air Canada,AC.TO,37.0,31.670000076293945,32.0,35.45000076293945,82728,2817
2020-02-27,Choice Properties REIT,CHP-UN.TO,14.592144966125488,14.118831634521484,14.541792869567871,14.410876274108887,82728,2817
2020-02-27,SPDR Gold Trust ETF,GLD,156.27000427246094,153.89999389648438,155.5800018310547,154.0,82728,2817
2020-02-28,S&P/TSX Composite index,^GSPTSE,16276.900390625,15896.400390625,16184.400390625,16263.099609375,84152,2876
2020-02-28,Pfizer,PFE,32.20113754272461,30.863378524780273,31.774194717407227,31.707780838012695,84152,2876
2020-02-28,Canadian Tire,CTC.TO,191.25,180.0,185.11000061035156,180.0,84152,2876
2020-02-28,Air Canada,AC.TO,34.59000015258789,33.0099983215332,33.2599983215332,34.25,84152,2876
2020-02-28,Choice Properties REIT,CHP-UN.TO,14.138973236083984,13.484391212463379,13.99798583984375,13.615306854248047,84152,2876
2020-02-28,SPDR Gold Trust ETF,GLD,152.77000427246094,147.0500030517578,152.7100067138672,148.3800048828125,84152,2876
2020-03-02,S&P/TSX Composite index,^GSPTSE,16566.69921875,16166.2998046875,16325.0,16553.30078125,90382,3090
